,sentence_id,sentence,category,sentiment
803,47:00:00,Awesome laptop and the perfect size to carry around in college.,LAPTOP#PORTABILITY,positive
804,47:01:00,I couldn't believe how long the battery lasted on a single charge.,BATTERY#OPERATION_PERFORMANCE,positive
805,47:02:00,I loaded windows 7 via Bootcamp and it works flawlessly!,OS#OPERATION_PERFORMANCE,positive
806,47:03:00,Simply amazing computer!!,LAPTOP#GENERAL,positive
807,46:00:00,"I really like the Mac 15.4in. Notebook, but its very pricey.",LAPTOP#GENERAL,positive
808,46:00:00,"I really like the Mac 15.4in. Notebook, but its very pricey.",LAPTOP#PRICE,negative
810,46:02:00,"Love the graphics, awesome programs (including Garageband), and really cool default background.",GRAPHICS#GENERAL,positive
811,46:02:00,"Love the graphics, awesome programs (including Garageband), and really cool default background.",LAPTOP#DESIGN_FEATURES,positive
812,46:02:00,"Love the graphics, awesome programs (including Garageband), and really cool default background.",SOFTWARE#GENERAL,positive
813,46:03:00,"But, like I said before, the only reason I don't currently have a Mac laptop is because all of their laptops are too pricey.",LAPTOP#PRICE,negative
814,298:00:00,"Waiting for the i7 was well worth it, great value for the price.",LAPTOP#GENERAL,positive
816,298:01:00,"Bigger HD, better graphics card, and a bid HD.",HARD_DISC#DESIGN_FEATURES,positive
817,298:01:00,"Bigger HD, better graphics card, and a bid HD.",GRAPHICS#GENERAL,positive
818,298:02:00,There is nothing to complain about the system.,LAPTOP#GENERAL,positive
819,298:03:00,I have used PC's and converting to this MacBook Pro was easy.,LAPTOP#USABILITY,positive
820,298:04:00,If you have the money I suggest going for the i7.,LAPTOP#GENERAL,positive
823,393:02:00,I occassionaly use it for work via VPN and it has not given me any problems.,LAPTOP#MISCELLANEOUS,positive
824,393:03:00,"The screen is nice and the images comes very clear, the keyboard and the fit just feels right.",DISPLAY#GENERAL,positive
825,393:03:00,"The screen is nice and the images comes very clear, the keyboard and the fit just feels right.",DISPLAY#QUALITY,positive
826,393:03:00,"The screen is nice and the images comes very clear, the keyboard and the fit just feels right.",KEYBOARD#QUALITY,positive
827,393:03:00,"The screen is nice and the images comes very clear, the keyboard and the fit just feels right.",LAPTOP#DESIGN_FEATURES,positive
828,393:04:00,I consider myself an average user and this computer serves my need.,LAPTOP#GENERAL,positive
829,393:05:00,The price is another driving influence that made me purchase this laptop.,LAPTOP#PRICE,positive
830,393:06:00,"I'ts nice to have the higher-end laptops, but this fits my budget and the features I need.",LAPTOP#QUALITY,positive
831,393:06:00,"I'ts nice to have the higher-end laptops, but this fits my budget and the features I need.",LAPTOP#DESIGN_FEATURES,positive
832,393:06:00,"I'ts nice to have the higher-end laptops, but this fits my budget and the features I need.",LAPTOP#PRICE,positive
833,393:07:00,I normally dont participate in reviews/surveys but this laptop has not given me any problems and hope to share my thoughts...,LAPTOP#GENERAL,positive
834,393:08:00,another satisfied customer.,LAPTOP#GENERAL,positive
835,201:00:00,The apple MacBook is the best investment that I have ever made.,LAPTOP#GENERAL,positive
837,201:02:00,The newer MacBook that I have purchased is one of the best computers.,LAPTOP#GENERAL,positive
838,201:03:00,I am a college student and it has been very useful.,LAPTOP#MISCELLANEOUS,positive
839,201:04:00,It has all the features that are necessary for college and if not they are able to be added onto the computer.,LAPTOP#DESIGN_FEATURES,positive
840,201:04:00,It has all the features that are necessary for college and if not they are able to be added onto the computer.,LAPTOP#USABILITY,positive
841,201:05:00,It has a lot of memory and a great battery life.,MEMORY#DESIGN_FEATURES,positive
842,201:05:00,It has a lot of memory and a great battery life.,BATTERY#OPERATION_PERFORMANCE,positive
843,201:06:00,It is sleek and lightweight and charges quickly when needed.,LAPTOP#DESIGN_FEATURES,positive
844,201:06:00,It is sleek and lightweight and charges quickly when needed.,BATTERY#OPERATION_PERFORMANCE,positive
845,201:07:00,Its white color is stylish for college students and easy to take to carry and take to classes.,LAPTOP#DESIGN_FEATURES,positive
846,201:07:00,Its white color is stylish for college students and easy to take to carry and take to classes.,LAPTOP#PORTABILITY,positive
847,201:08:00,Iphoto is great for adding pictures right to facebook and other social networking sites.,SOFTWARE#MISCELLANEOUS,positive
848,201:09:00,The internet capabilities are also very strong and picks up signals very easily.,LAPTOP#CONNECTIVITY,positive
851,274:02:00,I have never had to shut down the computer unexpectedly and the computer has never froze on me.,LAPTOP#OPERATION_PERFORMANCE,positive
852,274:03:00,"The screen is bright and vivid and the keyboard is very easy to use, very important for use quick typers.",DISPLAY#QUALITY,positive
853,274:03:00,"The screen is bright and vivid and the keyboard is very easy to use, very important for use quick typers.",KEYBOARD#USABILITY,positive
855,274:05:00,"Overall, this is a wonderful computer and definitly worth the purchase!",LAPTOP#GENERAL,positive
856,262:00:00,The graphics are stunning.,GRAPHICS#GENERAL,positive
857,262:01:00,It's wonderful for computer gaming.,LAPTOP#MISCELLANEOUS,positive
858,262:02:00,I would definitely suggest this laptop!,LAPTOP#GENERAL,positive
859,262:03:00,It is very user friendly and not hard to figure out at all.,LAPTOP#USABILITY,positive
860,262:04:00,"It has many great programs, such as ILife, iPhotos and others.",LAPTOP#DESIGN_FEATURES,positive
861,262:04:00,"It has many great programs, such as ILife, iPhotos and others.",SOFTWARE#GENERAL,positive
862,262:05:00,iLife is easily compatible with Microsoft Office so you can send and receive files from a PC.,SOFTWARE#USABILITY,positive
863,262:06:00,"In addition, all the design tools on Pages and Keynotes makes it much easier to create professional looking documents and presentations.",SOFTWARE#DESIGN_FEATURES,positive
864,262:06:00,"In addition, all the design tools on Pages and Keynotes makes it much easier to create professional looking documents and presentations.",SOFTWARE#USABILITY,positive
865,262:07:00,This comes in very handy for me as an educator.,SOFTWARE#USABILITY,positive
866,262:08:00,iPhotos is an excellent program for storing and organizing photos.,SOFTWARE#MISCELLANEOUS,positive
867,262:09:00,It allows you to automatically upload photos to your Facebook account with one click.,SOFTWARE#USABILITY,positive
868,262:10:00,"In addition, there is photo detection software that will allow you to group all the photos together based upon the people in the picture.",SOFTWARE#DESIGN_FEATURES,positive
869,262:11:00,"If you are looking for something reliable, this is the laptop for you.",LAPTOP#QUALITY,positive
871,231:00:00,This computer was awful!,LAPTOP#GENERAL,negative
872,231:01:00,I will never buy another computer from Dell ever again do to how awful it worked and how I was treated by the company.,COMPANY#GENERAL,negative
873,231:01:00,I will never buy another computer from Dell ever again do to how awful it worked and how I was treated by the company.,LAPTOP#OPERATION_PERFORMANCE,negative
874,231:01:00,I will never buy another computer from Dell ever again do to how awful it worked and how I was treated by the company.,SUPPORT#QUALITY,negative
875,231:02:00,The computer first started malfunctioning 3 months after purchasing it.,LAPTOP#OPERATION_PERFORMANCE,negative
876,231:02:00,The computer first started malfunctioning 3 months after purchasing it.,LAPTOP#QUALITY,negative
877,231:03:00,It does not keep internet signals no matter where you bring it.,LAPTOP#CONNECTIVITY,negative
878,231:04:00,"The system it comes with does not work properly, so when trying to fix the problems with it it started not working at all.",OS#QUALITY,negative
879,231:04:00,"The system it comes with does not work properly, so when trying to fix the problems with it it started not working at all.",OS#OPERATION_PERFORMANCE,negative
880,231:05:00,"When calling Dell for help, reurn, or a new computer they were not useful and left it up to myself to figure out what to do with it.",SUPPORT#QUALITY,negative
881,231:06:00,"One year of trying to fix the computer by myself, with help of friends, and even help from computer experts I have given up on trying to fix it.",LAPTOP#QUALITY,negative
882,231:07:00,"This computer was awful, I would never recomend it to another person.",LAPTOP#GENERAL,negative
883,231:08:00,Those moments in thime where you want to throw something against the wall?,LAPTOP#GENERAL,negative
884,231:09:00,"Yeah, I wanted to throw that lap top out the window and light it on fire.",LAPTOP#GENERAL,negative
885,231:10:00,That's how frustrating it was.,LAPTOP#GENERAL,negative
886,379:00:00,"It is so simple to use, I use it more than my desktop.",LAPTOP#USABILITY,positive
887,379:01:00,"It is well worth the money it cost, Very good investment.",LAPTOP#GENERAL,positive
888,379:01:00,"It is well worth the money it cost, Very good investment.",LAPTOP#PRICE,positive
889,37:00:00,The new Macbook Pro 15 inch i7 is nothing short of amazing.,LAPTOP#GENERAL,positive
890,37:01:00,The speed is incredible and I am more than satisfied.,LAPTOP#OPERATION_PERFORMANCE,positive
893,320:01:00,THIS LAPTOP WAS BAD FROM THE FIRST DAY OF USE----BROUGHT IT BACK TO STORE FOR RETURN OF MONEY.,LAPTOP#QUALITY,negative
894,320:01:00,THIS LAPTOP WAS BAD FROM THE FIRST DAY OF USE----BROUGHT IT BACK TO STORE FOR RETURN OF MONEY.,LAPTOP#GENERAL,negative
895,320:02:00,NOW AM VERY APREHENSIVE ABOUT TOSHIBA LAPTOPS.,COMPANY#GENERAL,negative
896,320:03:00,WILL NOT EVERY BUY ANOTHER--------LOU,LAPTOP#GENERAL,negative
897,319:00:00,This is a great value for the money.,LAPTOP#GENERAL,positive
900,319:02:00,This is a great computer.,LAPTOP#GENERAL,positive
901,319:03:00,We haven't had any problems with it at all.,LAPTOP#GENERAL,positive
902,319:04:00,The body is a bit cheaply made so it will be interesting to see how long it holds up.,LAPTOP#QUALITY,negative
903,319:05:00,"Overall though, for the money spent it's a great deal.",LAPTOP#GENERAL,positive
904,319:05:00,"Overall though, for the money spent it's a great deal.",LAPTOP#PRICE,positive
906,307:01:00,"But let me tell you, the mac book pro is so professional.",LAPTOP#GENERAL,positive
907,307:02:00,Its very nice and once you learn the features you will be so happy to have such a sophisticated computer.,LAPTOP#GENERAL,positive
908,307:02:00,Its very nice and once you learn the features you will be so happy to have such a sophisticated computer.,LAPTOP#DESIGN_FEATURES,positive
909,307:03:00,"For example, when my husband turns the light out while I'm on the computer. the screen brightness automatically adjusts.",DISPLAY#DESIGN_FEATURES,positive
911,307:05:00,It is VERY easy to type on and feels great - besides the added feature that the keyboard is lighted.,KEYBOARD#USABILITY,positive
912,307:05:00,It is VERY easy to type on and feels great - besides the added feature that the keyboard is lighted.,KEYBOARD#QUALITY,positive
913,307:05:00,It is VERY easy to type on and feels great - besides the added feature that the keyboard is lighted.,KEYBOARD#DESIGN_FEATURES,positive
914,307:06:00,"Oh, it is such a great piece of equipment.",LAPTOP#GENERAL,positive
916,307:08:00,"Its Office compatible, but the features and its functioning is all new again so you might as well save the money and just learn the pre installed mac programs.",SOFTWARE#USABILITY,positive
921,306:00:00,"I get a ton of compliments on its size, and speaking as someone who regularly commutes on a bus, I can attest to the fact that this is the perfect size computer if you're restricted to the width of your body for computing room.",LAPTOP#DESIGN_FEATURES,positive
922,306:00:00,"I get a ton of compliments on its size, and speaking as someone who regularly commutes on a bus, I can attest to the fact that this is the perfect size computer if you're restricted to the width of your body for computing room.",LAPTOP#PORTABILITY,positive
923,306:01:00,Very long-life battery (up to 10-11 hours depending on how you configure power level settings).,BATTERY#OPERATION_PERFORMANCE,positive
925,306:02:00,"I upgraded the memory and replaced the base Windows 7 Starter to Win 7 Home, and it runs just fine.",LAPTOP#OPERATION_PERFORMANCE,positive
926,306:03:00,"I play a lot of casual games online, and the touchpad is very responsive.",MOUSE#OPERATION_PERFORMANCE,positive
928,306:05:00,"I wouldn't play a first-person shooter with this, mind, but if you wanted to run MS Office, email, chat, download a video, listen to music from a certain fruit-named music store, and were looking for a highly portable yet powerful netbook to do that all in, I'd highly recommend checking this out.",LAPTOP#PORTABILITY,positive
929,306:05:00,"I wouldn't play a first-person shooter with this, mind, but if you wanted to run MS Office, email, chat, download a video, listen to music from a certain fruit-named music store, and were looking for a highly portable yet powerful netbook to do that all in, I'd highly recommend checking this out.",LAPTOP#OPERATION_PERFORMANCE,positive
930,306:05:00,"I wouldn't play a first-person shooter with this, mind, but if you wanted to run MS Office, email, chat, download a video, listen to music from a certain fruit-named music store, and were looking for a highly portable yet powerful netbook to do that all in, I'd highly recommend checking this out.",LAPTOP#MISCELLANEOUS,positive
931,306:06:00,The downside to this netbook is pretty much the same for any netbook: screen size is not something I'd stare at for the entire 10-11 hours of battery life five days a week.,DISPLAY#DESIGN_FEATURES,negative
935,3:02,Everything from the design to the OS is simple and to the point.,LAPTOP#DESIGN_FEATURES,positive
936,3:02,Everything from the design to the OS is simple and to the point.,OS#USABILITY,positive
937,3:02,Everything from the design to the OS is simple and to the point.,LAPTOP#USABILITY,positive
938,3:03,LOVE IT LOVE IT LOVE IT!,LAPTOP#GENERAL,positive
939,312:00:00,It really is perfect for work and play.,LAPTOP#MISCELLANEOUS,positive
940,312:01:00,I am able to play 720p and 1080p media files just fine with it.,LAPTOP#MISCELLANEOUS,positive
941,312:02:00,Everything I have tried has worked and I never have to carry the wall charger cause the battery is so awesome.,LAPTOP#OPERATION_PERFORMANCE,positive
942,312:02:00,Everything I have tried has worked and I never have to carry the wall charger cause the battery is so awesome.,BATTERY#OPERATION_PERFORMANCE,positive
943,312:03:00,"The only thing that isn't perfect about this netbook is the speakers, they are not loud at all but I expected that.",MULTIMEDIA_DEVICES#QUALITY,negative
944,312:04:00,"I upgraded it's RAM to 2GB, I am very happy with it.",LAPTOP#GENERAL,positive
946,390:00:00,lots of preloaded software.,LAPTOP#DESIGN_FEATURES,positive
947,390:01:00,"the only problem is that i had to add 1 gb RAM, the computer was kinda slow.",MEMORY#DESIGN_FEATURES,negative
948,390:01:00,"the only problem is that i had to add 1 gb RAM, the computer was kinda slow.",LAPTOP#OPERATION_PERFORMANCE,negative
949,390:02:00,"tosiba has a good reputation, my llast computer was an acer.",COMPANY#GENERAL,positive
950,390:03:00,this is starting off good.,LAPTOP#GENERAL,positive
951,389:00:00,What a great little laptop.,LAPTOP#GENERAL,positive
953,389:01:00,Maybe not the cutting edge (Satellite L455D) but it is a workhorse.,LAPTOP#OPERATION_PERFORMANCE,positive
954,389:02:00,I bought it to use in college and it is perfect.,LAPTOP#MISCELLANEOUS,positive
955,389:03:00,I dual boot with Linux and that other security-prone OS and it performs flawlessly.,LAPTOP#OPERATION_PERFORMANCE,positive
956,389:04:00,I made a perfect decision when I bought the Toshiba!,LAPTOP#GENERAL,positive
957,389:04:00,I made a perfect decision when I bought the Toshiba!,COMPANY#GENERAL,positive
958,370:00:00,Excellent product for the money.,LAPTOP#GENERAL,positive
960,370:01:00,"No problems, no lock ups, no disappointments.",LAPTOP#OPERATION_PERFORMANCE,positive
961,370:01:00,"No problems, no lock ups, no disappointments.",LAPTOP#GENERAL,positive
965,370:04:00,Highly recommend for daily use.,LAPTOP#MISCELLANEOUS,positive
968,115:01:00,The Computer itself is a good product but the repair depot stinks.,LAPTOP#GENERAL,positive
969,115:01:00,The Computer itself is a good product but the repair depot stinks.,SUPPORT#QUALITY,negative
970,115:02:00,I have had to send in my laptop three times to get it fixed.,SUPPORT#QUALITY,negative
973,115:05:00,Toshiba does not send any one out unless you have paid extra to have the on site repair done.,SUPPORT#QUALITY,negative
974,115:06:00,I would tell the technician I knew exactly what was wrong with it but they did not listen and I had to go through a bunch of junk to get them to tell me I needed to send the computer in.,SUPPORT#QUALITY,negative
975,115:07:00,This computer that I have has had issues with the keyboard where it lost half the keyboard functions.,KEYBOARD#QUALITY,negative
976,115:07:00,This computer that I have has had issues with the keyboard where it lost half the keyboard functions.,KEYBOARD#OPERATION_PERFORMANCE,negative
977,115:08:00,As well as having the plug in the computer come loose.,POWER_SUPPLY#QUALITY,negative
981,115:12:00,So having the AC plug go out on me and get lose or I could actually here it inside my computer on two of the three times is not good.,POWER_SUPPLY#QUALITY,negative
982,115:13:00,It still seems to be a little lose now but so far seems to be hanging in there.,POWER_SUPPLY#QUALITY,negative
983,12:00,The Mac Book Pro performs flawlessly.,LAPTOP#OPERATION_PERFORMANCE,positive
984,12:01,"Never had a single problem, and don't have to worry about viruses.",LAPTOP#GENERAL,positive
985,12:01,"Never had a single problem, and don't have to worry about viruses.",LAPTOP#QUALITY,positive
986,12:02,"While I mostly use it for email, internet and gaming, I'm confident all other applications live up to the high standard I've come to appreciate from Mac laptops.",LAPTOP#MISCELLANEOUS,positive
987,12:03,Worth the investment and truly a fine piece of equipment.,LAPTOP#GENERAL,positive
988,168:00:00,"Right out of the box, this little netbook did everything I asked of it, including streaming the everyday video you're bound to encounter checking mail and websites (my biggest complaint previously).",LAPTOP#GENERAL,positive
989,168:00:00,"Right out of the box, this little netbook did everything I asked of it, including streaming the everyday video you're bound to encounter checking mail and websites (my biggest complaint previously).",LAPTOP#MISCELLANEOUS,positive
990,168:01:00,"It even has a great webcam, and Skype works very well.",LAPTOP#DESIGN_FEATURES,positive
991,168:01:00,"It even has a great webcam, and Skype works very well.",MULTIMEDIA_DEVICES#GENERAL,positive
992,168:01:00,"It even has a great webcam, and Skype works very well.",SOFTWARE#OPERATION_PERFORMANCE,positive
993,168:02:00,The fact that you can spend over $100 on just a webcam underscores the value of this machine.,LAPTOP#GENERAL,positive
995,168:04:00,"I wiped nearly everything off of it, installed OpenOffice and Firefox, and I am operating an incredibly efficient and useful machine for a great price.",OS#GENERAL,negative
996,168:04:00,"I wiped nearly everything off of it, installed OpenOffice and Firefox, and I am operating an incredibly efficient and useful machine for a great price.",LAPTOP#PRICE,positive
997,168:04:00,"I wiped nearly everything off of it, installed OpenOffice and Firefox, and I am operating an incredibly efficient and useful machine for a great price.",LAPTOP#OPERATION_PERFORMANCE,positive
998,168:04:00,"I wiped nearly everything off of it, installed OpenOffice and Firefox, and I am operating an incredibly efficient and useful machine for a great price.",LAPTOP#GENERAL,positive
999,168:05:00,"This netbook is a perfect supplementary computer to another laptop or desktop (my wife and I have another laptop), or if you are a user who uses the computer for simple tasks.",LAPTOP#MISCELLANEOUS,positive
1000,168:06:00,"I use this for my tutoring business, and since I'm always bouncing from student to student, it is ideal for portability and battery life (yes, it gets the 8 hours as advertised!).",LAPTOP#PORTABILITY,positive
1001,168:06:00,"I use this for my tutoring business, and since I'm always bouncing from student to student, it is ideal for portability and battery life (yes, it gets the 8 hours as advertised!).",BATTERY#OPERATION_PERFORMANCE,positive
1003,168:08:00,"ASUS has done an outstanding job of evolving their netbooks, and I would recommend this to anyone who both understands their needs and how netbooks can fit them.",LAPTOP#GENERAL,positive
1004,168:08:00,"ASUS has done an outstanding job of evolving their netbooks, and I would recommend this to anyone who both understands their needs and how netbooks can fit them.",COMPANY#GENERAL,positive
1006,351:01:00,"the hinge design forced you to place various connections all around the computer, left right and front.",LAPTOP#DESIGN_FEATURES,negative
1007,351:01:00,"the hinge design forced you to place various connections all around the computer, left right and front.",LAPTOP#USABILITY,negative
1008,351:02:00,"the headphone and mic jack are in front of touch-pad making the touch-pad hard to use when using headphones/mic, not to mention the laptop was designed for right handed person.",PORTS#DESIGN_FEATURES,negative
1009,351:02:00,"the headphone and mic jack are in front of touch-pad making the touch-pad hard to use when using headphones/mic, not to mention the laptop was designed for right handed person.",MOUSE#USABILITY,negative
1010,351:02:00,"the headphone and mic jack are in front of touch-pad making the touch-pad hard to use when using headphones/mic, not to mention the laptop was designed for right handed person.",LAPTOP#DESIGN_FEATURES,negative
1011,351:02:00,"the headphone and mic jack are in front of touch-pad making the touch-pad hard to use when using headphones/mic, not to mention the laptop was designed for right handed person.",LAPTOP#USABILITY,negative
1012,351:03:00,Cords coming out the right for power plus cords coming out front for headphones/mic plus network connection on left make for a very messy setup with cords going every direction.,LAPTOP#DESIGN_FEATURES,negative
1013,351:03:00,Cords coming out the right for power plus cords coming out front for headphones/mic plus network connection on left make for a very messy setup with cords going every direction.,LAPTOP#USABILITY,negative
1014,351:04:00,"I love windows 7 but i can't give Toshiba any credit for that, unless y'all get serious about ergonomics and making required connections less obtrusive i will be looking to different manufacturer next time.",OS#GENERAL,positive
1015,351:04:00,"I love windows 7 but i can't give Toshiba any credit for that, unless y'all get serious about ergonomics and making required connections less obtrusive i will be looking to different manufacturer next time.",LAPTOP#USABILITY,negative
1016,351:04:00,"I love windows 7 but i can't give Toshiba any credit for that, unless y'all get serious about ergonomics and making required connections less obtrusive i will be looking to different manufacturer next time.",LAPTOP#DESIGN_FEATURES,negative
1017,351:04:00,"I love windows 7 but i can't give Toshiba any credit for that, unless y'all get serious about ergonomics and making required connections less obtrusive i will be looking to different manufacturer next time.",COMPANY#GENERAL,negative
1018,134:00:00,I was happy with My purchase of a Toshiba Satellite L305D-S5934 laptop until it came time to have it repaired under the Toshiba Warranty.,LAPTOP#GENERAL,positive
1019,134:00:00,I was happy with My purchase of a Toshiba Satellite L305D-S5934 laptop until it came time to have it repaired under the Toshiba Warranty.,SUPPORT#QUALITY,negative
1020,134:01:00,The computer was shipped to their repair depot  on june 24 and returned on July 2 seems like a short turn around time except the computer was not repaired when it was returned.,SHIPPING#QUALITY,positive
1021,134:01:00,The computer was shipped to their repair depot  on june 24 and returned on July 2 seems like a short turn around time except the computer was not repaired when it was returned.,SUPPORT#QUALITY,negative
1023,134:03:00,They were totally unconcerned that the computer was not correctly repaired in the first place.,SUPPORT#QUALITY,negative
1024,134:04:00,The computer is currently in West Verginia doe to the method of shipping choosen by Toshiba.,SHIPPING#QUALITY,negative
1025,134:05:00,The computer could have been shipped by Priority Mail through the USPS for the same cost and arrived by Noon on Tue.,SHIPPING#QUALITY,negative
1026,134:06:00,Instead it is sitting in West Verginia waiting for UPS to take two days to send Me a box and Two days for them to ship the computer some 691 miles by air? to Louisville Ky.,SHIPPING#QUALITY,negative
1028,134:08:00,And Toshiba is totally unconcerned.,SUPPORT#QUALITY,negative
1029,134:09:00,The reaction of Toshiba is there is nothing you can do about it so just sit back and except the fact that you are powerless and it is mind over matter.,SUPPORT#QUALITY,negative
1030,134:10:00,We don't Mind and You don't Matter.,SUPPORT#QUALITY,negative
1031,134:11:00,I would not recommend the purchase of this modle of Toshiba Computer or any Toshiba product for that matter.,LAPTOP#GENERAL,negative
1032,134:11:00,I would not recommend the purchase of this modle of Toshiba Computer or any Toshiba product for that matter.,COMPANY#GENERAL,negative
1033,134:12:00,When it come time for warranty service to Toshiba you don't matter.,SUPPORT#QUALITY,negative
1034,112:00:00,Windows Vista makes this computer almost unusable for online service.,OS#GENERAL,negative
1035,112:00:00,Windows Vista makes this computer almost unusable for online service.,LAPTOP#USABILITY,negative
1036,112:01:00,I've tried going back to XL but there still problems.,LAPTOP#USABILITY,negative
1037,112:02:00,The technical service for dell is so 3rd world it might as well not even bother.,SUPPORT#QUALITY,negative
1038,112:03:00,Just a bunch of idiots who's English as a 5th language is forced at best.,SUPPORT#QUALITY,negative
1039,112:04:00,I'm all for saving money but Dell needs to step it up.,COMPANY#GENERAL,negative
1040,324:00:00,Good price.,LAPTOP#PRICE,positive
1043,324:03:00,It has worked fine.,LAPTOP#OPERATION_PERFORMANCE,positive
1044,328:00:00,Handles all my basic media needs easily.,LAPTOP#MISCELLANEOUS,positive
1045,328:01:00,Can listen to my music and watch my videos with ease and with a great display.,DISPLAY#GENERAL,positive
1046,328:01:00,Can listen to my music and watch my videos with ease and with a great display.,LAPTOP#USABILITY,positive
1047,328:02:00,It is speedy when connected wirelessly to any network regardless if the connection is weak or not.,LAPTOP#OPERATION_PERFORMANCE,positive
1048,328:02:00,It is speedy when connected wirelessly to any network regardless if the connection is weak or not.,LAPTOP#CONNECTIVITY,positive
1049,328:03:00,It's a great prodcut to handle basic computing needs.,LAPTOP#MISCELLANEOUS,positive
1051,380:01:00,It has served my needs quite nicely for the most part.,LAPTOP#GENERAL,positive
1052,380:02:00,"The 2 GB of RAM is plenty, able to run Windows 7 and at least 2 or 3 other programs with next to no slowdown.",MEMORY#DESIGN_FEATURES,positive
1053,380:02:00,"The 2 GB of RAM is plenty, able to run Windows 7 and at least 2 or 3 other programs with next to no slowdown.",LAPTOP#OPERATION_PERFORMANCE,positive
1055,380:04:00,My one complaint with this laptop is that I've noticed an electronic fuzz sound coming out of the headphone jack when headphones are plugged in.,PORTS#QUALITY,negative
1056,380:05:00,"This is likely due to poor grounding and isolation between the components, and I'm hoping that it can be fixed with a ground loop isolator, but I still expected better product quality for this price range.",HARDWARE#QUALITY,negative
1058,380:06:00,"Other than that, I would recommend this to someone in need of a cheap laptop with semi-decent gaming capabilities.",LAPTOP#PRICE,positive
1060,391:00:00,Let me start with the good:So awesome.,LAPTOP#GENERAL,positive
1061,391:01:00,"Great OS, fabulous improvements to the existing line bumping up the processor speed and adding the thunderbolt port.",OS#GENERAL,positive
1062,391:01:00,"Great OS, fabulous improvements to the existing line bumping up the processor speed and adding the thunderbolt port.",CPU#OPERATION_PERFORMANCE,positive
1063,391:01:00,"Great OS, fabulous improvements to the existing line bumping up the processor speed and adding the thunderbolt port.",LAPTOP#DESIGN_FEATURES,positive
1067,391:05:00,This one has had the same effect.,LAPTOP#GENERAL,positive
1069,391:07:00,"The improvements to the OS have been relatively gradual, but substantive.",OS#GENERAL,positive
1071,391:09:00,"The Unibody construction is solid, sleek and beautiful.",LAPTOP#DESIGN_FEATURES,positive
1072,391:09:00,"The Unibody construction is solid, sleek and beautiful.",LAPTOP#QUALITY,positive
1073,391:10:00,"It is everything I'd hoped it would be from a look and feel standpoint, but somehow a bit more sturdy.",LAPTOP#DESIGN_FEATURES,positive
1074,391:10:00,"It is everything I'd hoped it would be from a look and feel standpoint, but somehow a bit more sturdy.",LAPTOP#QUALITY,positive
1075,391:11:00,"For the not so good, I got the stock screen - which is VERY glossy.",DISPLAY#QUALITY,negative
1076,391:12:00,It's still beautiful and has better color reproduction than I could ever expect from a notebook.,DISPLAY#DESIGN_FEATURES,positive
1077,391:12:00,It's still beautiful and has better color reproduction than I could ever expect from a notebook.,DISPLAY#QUALITY,positive
1081,391:15:00,The statement of 7 hour battery life is not just mere exaggeration -- it's a lie.,BATTERY#OPERATION_PERFORMANCE,negative
1082,391:16:00,I challenge anyone to show proof that through anywhere near normal use can get more than 2.5 hrs out of it.,BATTERY#OPERATION_PERFORMANCE,negative
1083,391:17:00,The first full charge of this battery got me only about 2 full hours.,BATTERY#OPERATION_PERFORMANCE,negative
1084,391:18:00,Enabling the battery timer is useless.,BATTERY#OPERATION_PERFORMANCE,negative
1085,391:19:00,"The ""Time remaining"" goes from 4 hours plus to less than 2 hours over the span of about 10 minutes.",BATTERY#OPERATION_PERFORMANCE,negative
1087,391:21:00,It's so bad that I'm thinking I only got half a battery or something.,BATTERY#OPERATION_PERFORMANCE,negative
1088,391:22:00,I know what 7 hrs of battery looks like.,BATTERY#OPERATION_PERFORMANCE,negative
1090,391:24:00,My only other complaint is that it gets really hot.:-),LAPTOP#QUALITY,negative
1091,391:25:00,"If you buy this - don't go into it expecting 7 hrs of battery life, and you'll be perfectly satisfied.",BATTERY#OPERATION_PERFORMANCE,negative
1092,391:25:00,"If you buy this - don't go into it expecting 7 hrs of battery life, and you'll be perfectly satisfied.",LAPTOP#GENERAL,positive
1093,318:00:00,"The pro is a great product, I wish that the 13 inch models came with the Intel i processors and had a more comfortable edge (the edges hurt my wrists).",LAPTOP#GENERAL,positive
1095,318:00:00,"The pro is a great product, I wish that the 13 inch models came with the Intel i processors and had a more comfortable edge (the edges hurt my wrists).",LAPTOP#DESIGN_FEATURES,negative
1096,318:00:00,"The pro is a great product, I wish that the 13 inch models came with the Intel i processors and had a more comfortable edge (the edges hurt my wrists).",LAPTOP#USABILITY,negative
1097,318:01:00,Other than that its a great performing machine and well meets all my needs and more.,LAPTOP#OPERATION_PERFORMANCE,positive
1098,318:01:00,Other than that its a great performing machine and well meets all my needs and more.,LAPTOP#GENERAL,positive
1099,318:02:00,Great product by Apple with the new great looking design.,LAPTOP#GENERAL,positive
1100,318:02:00,Great product by Apple with the new great looking design.,LAPTOP#DESIGN_FEATURES,positive
1101,318:02:00,Great product by Apple with the new great looking design.,COMPANY#GENERAL,positive
1103,121:01:00,"I actually had the hard drive replaced twice, the mother board once, the dvd drive twice, then they FINALLY agreed to replace it, (ALL OF THIS IN LESS THAN 1 1/2 YEARS!)only to get another ""HP/Compaq"" piece of crap.",HARD_DISC#QUALITY,negative
