,sentence_id,sentence,category,sentiment
573,1394712:4,"However, I think this place is a good hang out spot.",ambience#general,positive
575,1395421:0,My Girlfriend and I stumbled onto this hopping place the other night and had a great time!,restaurant#general,positive
576,1395421:1,THe Pizza and wine were excellent-the service too--but what really MADE this place was the backyard dining area.,food#quality,positive
577,1395421:1,THe Pizza and wine were excellent-the service too--but what really MADE this place was the backyard dining area.,drinks#quality,positive
578,1395421:1,THe Pizza and wine were excellent-the service too--but what really MADE this place was the backyard dining area.,service#general,positive
579,1395421:1,THe Pizza and wine were excellent-the service too--but what really MADE this place was the backyard dining area.,ambience#general,positive
580,1395421:2,It is one the nicest outdoor restaurants I have ever seen in NY--I am from Italy and this place rivals the ones in my country.,ambience#general,positive
581,1395421:3,"They tell me they are going to cover the garden in glass for the winter, so i'm looking forward to going there on a snowy night to enjoy it.",restaurant#miscellaneous,positive
582,1395421:4,Check this place out!,restaurant#general,positive
583,1395421:5,HIGHLY RECOMMENDED!!!!!,restaurant#general,positive
584,1398844:0,"First of all, this place is *not* romantic, as claimed by Citysearch's editorial review.",ambience#general,negative
585,1398844:1,"Either that, or the editor's idea of romance must be sharing a conversation with the next table, while trying to speak louder than the traffic on 57th.",ambience#general,negative
586,1398844:2,"The tables are crammed way too close, the menu is typical of any Italian restaurant, and the wine list is simply overpriced.",ambience#general,negative
588,1398844:2,"The tables are crammed way too close, the menu is typical of any Italian restaurant, and the wine list is simply overpriced.",drinks#prices,negative
589,1398844:3,Slightly above average wines start at $70+ with only one selection listed at $30+.,drinks#quality,negative
590,1398844:3,Slightly above average wines start at $70+ with only one selection listed at $30+.,drinks#prices,negative
591,1398844:4,Service is not what one would expect from a joint in this price category.,service#general,negative
592,1398844:5,"For instance, plates were just dumped on the table, I was handed the wine list upside down, etc.... ",service#general,negative
593,1398844:6,Somehow working the italian charm with constant mille grazie does not constitute proper service.,service#general,negative
594,1398844:7,"To be completely fair, the only redeeming factor was the food, which was above average, but couldn't make up for all the other deficiencies of Teodora.",food#quality,positive
595,1398844:7,"To be completely fair, the only redeeming factor was the food, which was above average, but couldn't make up for all the other deficiencies of Teodora.",restaurant#general,negative
597,1404042:1,Not one of our meals was edible - bland and/or made with weird rosemary or orange flavoring.,food#quality,negative
598,1404042:1,Not one of our meals was edible - bland and/or made with weird rosemary or orange flavoring.,food#quality,negative
599,1404042:2,Fish was overdone.,food#quality,negative
600,1404042:3,"Cute place, nice wait staff but would never go there again.",service#general,positive
601,1404042:3,"Cute place, nice wait staff but would never go there again.",ambience#general,positive
602,1404042:3,"Cute place, nice wait staff but would never go there again.",restaurant#general,negative
603,1404042:4,Someone else recommended the dessert - we also left that.,food#quality,negative
604,1404042:5,One of us actually liked the expresso - that's it.,drinks#quality,positive
605,1404042:6,"Skip this restaurant, it's a big disappointment.",restaurant#general,negative
606,1410878:0,Myagi is one of my favorite restaurants in the City; the place the negative reviews describe sound like they were somewhere else.,restaurant#general,positive
607,1410878:1,I've never had bad service and the fish is fresh and delicious.,service#general,positive
608,1410878:1,I've never had bad service and the fish is fresh and delicious.,food#quality,positive
609,1410878:2,Their tuna tartar appetizer is to die for.,food#quality,positive
610,1413697:0,"I come from a family of pizzeria owners, and I'm almost ashamed to say that the pizza in Fornino's blows my families receipies away.",food#quality,positive
611,1413697:1,It is simply amazing.,food#quality,positive
612,1413697:2,The place is so cool and the service is prompt and curtious.,service#general,positive
613,1413697:2,The place is so cool and the service is prompt and curtious.,ambience#general,positive
614,1413697:3,I highly recommend to anyone to give this place a try.,restaurant#general,positive
615,1413697:4,You will find yourself returning quite often.,restaurant#general,positive
618,1417496:0,A restaurant that doesn't try to do anything except serve great food with great service in a pleasant atmosphere.,food#quality,positive
619,1417496:0,A restaurant that doesn't try to do anything except serve great food with great service in a pleasant atmosphere.,service#general,positive
620,1417496:0,A restaurant that doesn't try to do anything except serve great food with great service in a pleasant atmosphere.,ambience#general,positive
621,1417496:1,No gimmicks here -- the food speaks for itself in its freshness and preparation.,food#quality,positive
622,1417496:2,The dining room is quietly elegant with no music to shout over -- how refreshing!,ambience#general,positive
623,1417496:3,"The service was impeccable and unobtrusive -- the staff knows what they are there to do -- to know their menu, present your meal, and attend to your needs.",service#general,positive
624,1417496:3,"The service was impeccable and unobtrusive -- the staff knows what they are there to do -- to know their menu, present your meal, and attend to your needs.",service#general,positive
625,1417496:4,"Looking around, I saw a room full of New Yorkers enjoying a real meal in a real restaurant, not a clubhouse of the fabulous trying to be seen.",food#quality,positive
626,1417496:4,"Looking around, I saw a room full of New Yorkers enjoying a real meal in a real restaurant, not a clubhouse of the fabulous trying to be seen.",ambience#general,positive
627,1417496:5,Beautiful experience.,restaurant#general,positive
628,1430994:0,The view is breathtaking the service is top notch... the ambiance is wonderfull.,location#general,positive
629,1430994:0,The view is breathtaking the service is top notch... the ambiance is wonderfull.,service#general,positive
630,1430994:0,The view is breathtaking the service is top notch... the ambiance is wonderfull.,ambience#general,positive
631,1430994:1,The staff offers impeccable service.,service#general,positive
632,1430994:2,I had Lobster Bisque it has 2 oz. of Maine Lobster in it.,food#style_options,positive
633,1430994:3,My boyfriend had the New England Chowder it was good but I think the award should go to the Lobster Bisque.,food#quality,positive
634,1430994:3,My boyfriend had the New England Chowder it was good but I think the award should go to the Lobster Bisque.,food#quality,positive
636,1430994:5,It was divine melts in your mouth.,food#quality,positive
637,1430994:6,My boyfriend had Prime Rib it was good .,food#quality,positive
638,1430994:7,We didn't want a bottle of bubbly on a weekday so we each got little bottles of Korbett it was just enough. ,drinks#style_options,positive
640,1430994:9,It's cuz it's so good you need to taste it!!! ,food#quality,positive
641,1430994:10,All in all we're already coming up with excuses to go ahead really soon in the next few wks!!!!,restaurant#general,positive
642,1431154:0,My wife and I ate here earlier this week and have not stopped ranting and raving about the food.,food#quality,positive
643,1431154:1,If you like spicy food get the chicken vindaloo.,food#quality,positive
644,1431154:2,It's very spicy but not offensive.,food#quality,positive
645,1431154:3,We will definitely go back.,restaurant#general,positive
646,1432551:0,Go to Volare for 1st class service and terrific food.,service#general,positive
647,1432551:0,Go to Volare for 1st class service and terrific food.,food#quality,positive
648,1432551:1,The portions are large and the servers always surprise us with a different starter.,food#style_options,positive
649,1432551:1,The portions are large and the servers always surprise us with a different starter.,service#general,positive
650,1432551:2,The wine list is excellent.,drinks#style_options,positive
651,1439875:0,The food is amazing... especially if you get the Chef's tasting menu and your favourite bottle (or two!) of wine from an extensive selection of wines.,food#quality,positive
652,1439875:0,The food is amazing... especially if you get the Chef's tasting menu and your favourite bottle (or two!) of wine from an extensive selection of wines.,drinks#style_options,positive
653,1439875:0,The food is amazing... especially if you get the Chef's tasting menu and your favourite bottle (or two!) of wine from an extensive selection of wines.,food#quality,positive
654,1439875:1,"The place is small and intimate and you may feel a little crowded, but the service is excellent and it's great for friends out, a romantic date, or a special occassion.",service#general,positive
655,1439875:1,"The place is small and intimate and you may feel a little crowded, but the service is excellent and it's great for friends out, a romantic date, or a special occassion.",ambience#general,negative
656,1439875:1,"The place is small and intimate and you may feel a little crowded, but the service is excellent and it's great for friends out, a romantic date, or a special occassion.",restaurant#miscellaneous,positive
658,1439875:3,The food can get pricey but the prixe fixe tasting menu is the greatest food for a good price and they cater the food to any food allergies or food you don't like.,food#prices,negative
659,1439875:3,The food can get pricey but the prixe fixe tasting menu is the greatest food for a good price and they cater the food to any food allergies or food you don't like.,food#quality,positive
660,1439875:3,The food can get pricey but the prixe fixe tasting menu is the greatest food for a good price and they cater the food to any food allergies or food you don't like.,food#prices,positive
661,1439875:3,The food can get pricey but the prixe fixe tasting menu is the greatest food for a good price and they cater the food to any food allergies or food you don't like.,service#general,positive
665,1448587:0,"With the exception of our lemon salad that had so much pepper on it that our eyes started watering, the food here was decent, not great.",food#quality,negative
666,1448587:1,The menu is very limited - i think we counted 4 or 5 entrees.,food#style_options,negative
667,1448587:2,"We ordered the special, grilled branzino, that was so infused with bone, it was difficult to eat.",food#quality,negative
669,1448587:4,Problem is nothing at Prune is particularly memorable.,restaurant#general,negative
670,1448587:5,No plans to return anytime soon.,restaurant#general,negative
671,1451107:0,This place is so much fun.,ambience#general,positive
672,1451107:1,Our family never expected such incredible entertainment in a restaurant.,restaurant#general,positive
675,1451107:4,Our food was great too!,food#quality,positive
676,1451107:5,And really large portions.,food#style_options,positive
677,1451107:6,The staff was the friendliest that have seen in New York.,service#general,positive
678,1451107:7,We will go back every time we are in the City.,restaurant#general,positive
679,1451109:0,If you want something really different than try Jekyll and Hyde.,restaurant#general,positive
680,1451109:1,It is a lot of fun with live entertainment and all kinds of Disney type special effects.,ambience#general,positive
681,1451109:2,The food was pretty tradional but it was hot and good with large portions.,food#quality,positive
682,1451109:2,The food was pretty tradional but it was hot and good with large portions.,food#style_options,positive
683,1451109:3,I highly recommend it.,restaurant#general,positive
685,1457607:0,The place is a lot of fun.,ambience#general,positive
686,1457607:1,My six year old loved it.,restaurant#general,positive
687,1457607:2,The characters really make for an enjoyable experience.,ambience#general,positive
688,1457607:3,"The food however, is what one might expect.",food#quality,negative
689,1457607:4,It is very overpriced and not very tasty.,food#quality,negative
690,1457607:4,It is very overpriced and not very tasty.,food#prices,negative
691,1457607:5,"However, I think Jeckll and Hydes t is one of those places that is fun to do once.",restaurant#general,positive
692,1457607:6,We had a good time.,restaurant#general,positive
693,1459569:0,Went there with my wife and we had to wait for a table even though you could see there many that were empty with not reservation sigh on them.,service#general,negative
694,1459569:1,Service was slow had to wait to order and get food although not crowded.,service#general,negative
695,1459569:2,Drinks way over priced.,drinks#prices,negative
697,1459569:3,Food was good not great not worth the wait or another visit,restaurant#general,negative
698,1460715:0,Great pizza for lunch place.,food#quality,positive
699,1460715:1,Service was quick.,service#general,positive
700,1460715:2,The pizza was great.,food#quality,positive
701,1460715:3,And it was quick which is very important.,service#general,positive
702,1460715:4,Have the iced tea.,drinks#quality,positive
703,1460715:5,It was wonderful.,drinks#quality,positive
704,1470286:0,"Whenever you need a Sushi fix, Mizu will be there with quality fish and great service.",food#quality,positive
705,1470286:0,"Whenever you need a Sushi fix, Mizu will be there with quality fish and great service.",service#general,positive
706,1470286:1,Delivery is fast too.,service#general,positive
707,1470286:2,"Great friendly service, Fast seating, Fast Delivery, Excellent sushi.",service#general,positive
708,1470286:2,"Great friendly service, Fast seating, Fast Delivery, Excellent sushi.",service#general,positive
709,1470286:2,"Great friendly service, Fast seating, Fast Delivery, Excellent sushi.",service#general,positive
710,1470286:2,"Great friendly service, Fast seating, Fast Delivery, Excellent sushi.",food#quality,positive
711,1470286:3,A little overpriced but worth it once you take a bite.,food#prices,negative
712,1470286:3,A little overpriced but worth it once you take a bite.,food#quality,positive
714,1470334:1,Ess-A-Bagel (either by Sty-town or midtown) is by far the best bagel in NY.,food#quality,positive
715,1470334:2,"The bagels always warm, soft on the inside, crispy on the outside and enormous in size.",food#quality,positive
716,1470334:2,"The bagels always warm, soft on the inside, crispy on the outside and enormous in size.",food#style_options,positive
717,1470334:3,They have a huge selection of different cream cheeses and all of their salads are great.,food#quality,positive
718,1470334:3,They have a huge selection of different cream cheeses and all of their salads are great.,food#style_options,positive
719,1470334:4,The lox is always fresh too.,food#quality,positive
720,1470334:5,Highly recommended to all!,restaurant#general,positive
723,1471273:2,Not impressed with the food.,food#quality,negative
724,1471273:3,Prices too high for this cramped and unappealing resturant.,restaurant#prices,negative
725,1471273:3,Prices too high for this cramped and unappealing resturant.,ambience#general,negative
726,1471273:4,Zero ambiance to boot.,ambience#general,negative
727,1476493:0,I thought this place was totally overrated.,restaurant#general,negative
729,1476493:2,"The ambience was nice, but service wasn't so great.",ambience#general,positive
730,1476493:2,"The ambience was nice, but service wasn't so great.",service#general,negative
731,1476493:3,"When you add it all together, it just doesn't seem worth it to me...especially considering the prices.",restaurant#general,negative
732,1476493:3,"When you add it all together, it just doesn't seem worth it to me...especially considering the prices.",restaurant#prices,negative
733,1477631:0,This is the BEST Shabu-Shabu Restaurant in the Try-State Area.,restaurant#general,positive
734,1477631:1,I have lived in Japan for 7 years and the taste of the food and the feel of the restaurant is like being back in Japan.,food#quality,positive
735,1477631:1,I have lived in Japan for 7 years and the taste of the food and the feel of the restaurant is like being back in Japan.,ambience#general,positive
736,1477631:2,Thius is a must for anyone who loves Shabu-Shabu.,food#quality,positive
737,1486041:0,"The atmosphere is nothing special, but it feels like a Sushi establishment in Tokyo.",ambience#general,positive
738,1486041:1,The owner and staff are all Japanese as well and that adds to the entire ambiance.,restaurant#miscellaneous,positive
739,1486041:1,The owner and staff are all Japanese as well and that adds to the entire ambiance.,restaurant#miscellaneous,positive
740,1486041:1,The owner and staff are all Japanese as well and that adds to the entire ambiance.,ambience#general,positive
741,1486041:2,"Despite a slightly limited menu, everything prepared is done to perfection, ultra fresh and a work of food art.",food#style_options,negative
742,1486041:2,"Despite a slightly limited menu, everything prepared is done to perfection, ultra fresh and a work of food art.",food#quality,positive
743,1486041:2,"Despite a slightly limited menu, everything prepared is done to perfection, ultra fresh and a work of food art.",food#style_options,positive
744,1486041:3,I must give it Yon out of Yon stars!,restaurant#general,positive
745,1486041:4,Taxan delicious!,food#quality,positive
747,1490757:0,"This restaurant was recommended by a local...as a matter of fact, he made the reservation for us and said we would not be disappointed!",restaurant#general,positive
749,1490757:2,The prices were CHEAP compared to the quality of service and food.,restaurant#prices,positive
750,1490757:2,The prices were CHEAP compared to the quality of service and food.,service#general,positive
751,1490757:2,The prices were CHEAP compared to the quality of service and food.,food#quality,positive
752,1490757:3,"We liked it so much, that we will always make it a point to dine here when we visit New York.",restaurant#general,positive
756,1496205:1,The location and ambience is Ok but the food is what makes up for it.,food#quality,positive
757,1496205:2,There is a lot of variety even for people who eat vegetarian like me.,food#style_options,positive
758,1496205:3,Try green curry with vegetables.,food#quality,positive
759,1496205:4,"The quantity is also very good, you will come out satisfied.",food#style_options,positive
761,1496707:0,I was there on sat. for my birthday and we had an excellent time.,restaurant#general,positive
762,1496707:1,I had the best ravioli ever.,food#quality,positive
763,1496707:2,The wine the service was very good too.,drinks#quality,positive
764,1496707:2,The wine the service was very good too.,service#general,positive
768,1500453:1,This quaint and romantic trattoria is at the top of my Manhattan restaurant list.,ambience#general,positive
769,1500453:1,This quaint and romantic trattoria is at the top of my Manhattan restaurant list.,restaurant#general,positive
770,1500453:2,"The food is delicious - from the specials to the regular menu-fare, the dishes are never a disappointment.",food#quality,positive
771,1500453:2,"The food is delicious - from the specials to the regular menu-fare, the dishes are never a disappointment.",food#quality,positive
772,1500453:2,"The food is delicious - from the specials to the regular menu-fare, the dishes are never a disappointment.",food#quality,positive
773,1500453:2,"The food is delicious - from the specials to the regular menu-fare, the dishes are never a disappointment.",food#quality,positive
774,1500453:3,"Whether it's the parmesean porcini souffle or the lamb glazed with balsamic vinegar, you will surely be transported to Northern Italy with one bite.",food#quality,positive
775,1500453:3,"Whether it's the parmesean porcini souffle or the lamb glazed with balsamic vinegar, you will surely be transported to Northern Italy with one bite.",food#quality,positive
776,1500453:4,"Although the tables may be closely situated, the candle-light, food-quality and service overcompensate.",ambience#general,positive
777,1500453:4,"Although the tables may be closely situated, the candle-light, food-quality and service overcompensate.",food#quality,positive
778,1500453:4,"Although the tables may be closely situated, the candle-light, food-quality and service overcompensate.",service#general,positive
779,1500453:4,"Although the tables may be closely situated, the candle-light, food-quality and service overcompensate.",ambience#general,negative
780,1500453:5,A guaranteeed delight!,restaurant#general,positive
781,1506491:0,"I have known about this secret for the last 13 years, Emilio(the Godfather) has continued to serve food and wine for the gods at mortal prices.",food#quality,positive
782,1506491:0,"I have known about this secret for the last 13 years, Emilio(the Godfather) has continued to serve food and wine for the gods at mortal prices.",drinks#quality,positive
783,1506491:0,"I have known about this secret for the last 13 years, Emilio(the Godfather) has continued to serve food and wine for the gods at mortal prices.",food#prices,positive
784,1506491:0,"I have known about this secret for the last 13 years, Emilio(the Godfather) has continued to serve food and wine for the gods at mortal prices.",drinks#prices,positive
785,1506491:1,"If you go, try the marinara/arrabiatta sauce, the mozzarella en Carozza is mmmmmmmm..... everything is just delicious.",food#quality,positive
786,1506491:1,"If you go, try the marinara/arrabiatta sauce, the mozzarella en Carozza is mmmmmmmm..... everything is just delicious.",food#quality,positive
787,1506491:1,"If you go, try the marinara/arrabiatta sauce, the mozzarella en Carozza is mmmmmmmm..... everything is just delicious.",food#quality,positive
788,1506491:2,Check out the secret back room.,ambience#general,positive
790,1506491:4,I pray it stays open forever.,restaurant#general,positive
791,1506491:5,Thank You Emilio.,restaurant#general,positive
793,1538149:0,"I found the food, service and value exceptional everytime I have been there.",food#quality,positive
794,1538149:0,"I found the food, service and value exceptional everytime I have been there.",service#general,positive
795,1538149:0,"I found the food, service and value exceptional everytime I have been there.",restaurant#prices,positive
796,1538149:1,The food was authentic.,food#quality,positive
797,1538149:2,I felt as though I were eating in Paris.,food#quality,positive
798,1538149:3,The service was excellent - friendly and attentive.,service#general,positive
799,1538149:4,The prices are wonderfully low.,restaurant#prices,positive
800,1538149:5,Very good wine choices.,drinks#style_options,positive
802,1543345:1,Who has room for Cheesesticks with the best pizza in NYC!,food#quality,positive
803,1543345:2,Get the pepperoni - YUM - and a family style salad.,food#quality,positive
804,1543345:2,Get the pepperoni - YUM - and a family style salad.,food#quality,positive
805,1543345:3,Great staff.,service#general,positive
806,1543345:4,Always great service!,service#general,positive
807,1543345:5,I go twice a month!,restaurant#general,positive
808,1543345:6,Fantastic!,restaurant#general,positive
809,1561259:0,"The food is good, I can't lie.",food#quality,positive
810,1561259:1,But the staff was so horrible to us.,service#general,negative
811,1561259:2,The hostess and the waitress were incredibly rude and did everything they could to rush us out.,service#general,negative
812,1561259:2,The hostess and the waitress were incredibly rude and did everything they could to rush us out.,service#general,negative
813,1561259:3,We were planning to get dessert but the waitress basically through the bill at us before we had a chance to order.,service#general,negative
814,1561259:4,"This place is pricey, and yes, the food is worth it; but the service makes you feel like you should be paying a quater of the price.",restaurant#prices,negative
815,1561259:4,"This place is pricey, and yes, the food is worth it; but the service makes you feel like you should be paying a quater of the price.",food#quality,positive
816,1561259:4,"This place is pricey, and yes, the food is worth it; but the service makes you feel like you should be paying a quater of the price.",service#general,negative
817,1561259:5,Save yourself the time and trouble and skip this one!,restaurant#general,negative
821,1572027:3,I ate here a week ago and found most dishes average at best and too expensive.,food#quality,negative
822,1572027:3,I ate here a week ago and found most dishes average at best and too expensive.,food#prices,negative
823,1572027:4,Will not be back.,restaurant#general,negative
824,1572033:0,"Don't dine at Tamarind for the vegetarian dishes, they are simply not up to par with the non-veg selections.",food#quality,negative
825,1572033:0,"Don't dine at Tamarind for the vegetarian dishes, they are simply not up to par with the non-veg selections.",food#quality,positive
826,1572033:1,Decor is nice though service can be spotty.,ambience#general,positive
827,1572033:1,Decor is nice though service can be spotty.,service#general,negative
830,1572033:4,"Most importantly, food is excellent.",food#quality,positive
831,1572033:5,Try the sea bass.,food#quality,positive
832,1572033:6,Highly recommended.,restaurant#general,positive
833,1573534:0,First of all Dal Bukhara Rocks.,food#quality,positive
836,1573534:3,I am happy i did the food was awsome.,food#quality,positive
837,1573534:4,JUST AWSOME.,food#quality,positive
838,1573534:5,and yes Dal Bukhara is so dam good and so are all the kababs.,food#quality,positive
839,1573534:5,and yes Dal Bukhara is so dam good and so are all the kababs.,food#quality,positive
841,1573534:7,but overall i give it a 10,restaurant#general,positive
842,1573534:8,10,restaurant#general,positive
844,1577714:1,Haru on Park S is simply disgusting.,restaurant#general,negative
845,1577714:2,The fish was not fresh and the rice tasted old and stale.,food#quality,negative
846,1577714:2,The fish was not fresh and the rice tasted old and stale.,food#quality,negative
847,1577714:3,"Quite frankly, this is some of the worst sushi I have ever tried.",food#quality,negative
848,1577714:4,Will never be back.,restaurant#general,negative
849,1586174:0,honestly the worst sushi my husband and i had in our entire lives.,food#quality,negative
851,1586174:2,not sure why this restaurant would be rated that highly.,restaurant#general,negative
852,1586174:3,the all-u-can-eat sushi is definitely in very poor quality.,food#quality,negative
853,1586174:4,"limited menu, no-so-fresh ingredients, thinly-sliced fish, fall-apart rice. ",food#style_options,negative
854,1586174:4,"limited menu, no-so-fresh ingredients, thinly-sliced fish, fall-apart rice. ",food#quality,negative
855,1586174:4,"limited menu, no-so-fresh ingredients, thinly-sliced fish, fall-apart rice. ",food#style_options,negative
856,1586174:4,"limited menu, no-so-fresh ingredients, thinly-sliced fish, fall-apart rice. ",food#style_options,negative
857,1586174:5,"the only things u could really taste are the very salty soy sauce (even its low sodium), the vinegar-soaked rice, and the scallion on top of the fish. ",food#quality,negative
858,1586174:5,"the only things u could really taste are the very salty soy sauce (even its low sodium), the vinegar-soaked rice, and the scallion on top of the fish. ",food#quality,negative
859,1586174:6,the waitstaffs are nice though.,service#general,positive
860,1586174:7,wont come back again for sure!,restaurant#general,negative
861,1603698:0,I have been to Roth's twice and both times were very disappointing.,restaurant#general,negative
863,1603698:2,"Both times I was extremely dissappointed by the service, which was boarderline rude.",service#general,negative
864,1603698:3,They wouldnt even let me finish my glass of wine before offering another.,service#general,negative
865,1603698:4,Much of the time it seems like they do not care about you.,service#general,negative
866,1603698:5,"The dinner was ok, nothing I would have again.",food#quality,negative
867,1603698:6,"I had their eggs benedict for brunch, which were the worst in my entire life, I tried removing the hollondaise sauce completely that was how failed it was.",food#quality,negative
868,1606837:0,This was a great surprise.,restaurant#general,positive
869,1606837:1,With the theater 2 blocks away we had a delicious meal in a beautiful room.,food#quality,positive
870,1606837:1,With the theater 2 blocks away we had a delicious meal in a beautiful room.,ambience#general,positive
871,1606837:1,With the theater 2 blocks away we had a delicious meal in a beautiful room.,location#general,positive
872,1606837:2,The service was attentive.,service#general,positive
873,1606837:3,I look forward to eating here again,restaurant#general,positive
874,1609375:0,Planet Thai is great!,restaurant#general,positive
875,1609375:1,"We love the food, drinks, and atmosphere!",food#quality,positive
876,1609375:1,"We love the food, drinks, and atmosphere!",drinks#quality,positive
877,1609375:1,"We love the food, drinks, and atmosphere!",ambience#general,positive
878,1609375:2,"The svc can be a bit rude at times, esp if you have big group, but overall the restaurant is a must!",service#general,negative
879,1609375:2,"The svc can be a bit rude at times, esp if you have big group, but overall the restaurant is a must!",restaurant#general,positive
880,1609375:3,"Try the Pad Thai, it's fabulous and their prices are so cheap!",food#quality,positive
881,1609375:3,"Try the Pad Thai, it's fabulous and their prices are so cheap!",restaurant#prices,positive
882,1609375:4,"Just because it's cheap does NOT mean the portions are small or the food is nasty, IT IS GREAT!",food#style_options,positive
883,1609375:4,"Just because it's cheap does NOT mean the portions are small or the food is nasty, IT IS GREAT!",food#quality,positive
884,1609375:4,"Just because it's cheap does NOT mean the portions are small or the food is nasty, IT IS GREAT!",restaurant#prices,positive
887,1611489:0,"They forgot a sandwich, didn't include plastic forks, and didn't include pita with the hummus platter.",service#general,negative
888,1611489:1,"Also, the sandwiches (nearing $7) didn't come with anything like chips or a side.",food#style_options,negative
889,1611489:1,"Also, the sandwiches (nearing $7) didn't come with anything like chips or a side.",food#prices,negative
890,1611489:2,"Overall, not worth the money.",restaurant#general,negative
891,1611489:2,"Overall, not worth the money.",restaurant#prices,negative
892,1611489:3,"Eating in, the atmosphere saves it, but at your desk, it's a very disappointing experience.",ambience#general,positive
893,1611489:3,"Eating in, the atmosphere saves it, but at your desk, it's a very disappointing experience.",restaurant#general,negative
895,1615322:1,Chennai Garden is my favorite Indian restaurant in the city.,restaurant#general,positive
896,1615322:2,They have authentic Indian at amazin prices.,food#quality,positive
897,1615322:2,They have authentic Indian at amazin prices.,food#prices,positive
898,1615322:3,This restaurant is VEGETARIAN; there are NO MEAT dishes whatsoever.,food#style_options,negative
899,1615322:4,The seats are uncomfortable if you are sitting against the wall on wooden benches.,ambience#general,negative
900,1615322:5,It's a rather cramped and busy restaurant and it closes early.,restaurant#miscellaneous,negative
901,1615322:5,It's a rather cramped and busy restaurant and it closes early.,ambience#general,negative
902,1623276:0,Patroon features a nice cigar bar and has great staff.,ambience#general,positive
903,1623276:0,Patroon features a nice cigar bar and has great staff.,service#general,positive
904,1623276:1,The food is tasty and portion sizes are appropriate.,food#quality,positive
905,1623276:1,The food is tasty and portion sizes are appropriate.,food#style_options,positive
906,1623276:2,This is a nice restaurant if you are looking for a good place to host an intimate dinner meeting with business associates.,restaurant#miscellaneous,positive
907,1623276:3,Not a great place for family or general dining.,restaurant#miscellaneous,negative
908,1626564:0,LLOOVVE THIS PLACE.,restaurant#general,positive
909,1626564:1,Food is excellent.,food#quality,positive
910,1626564:2,Fish is so very fresh.,food#quality,positive
911,1626564:3,Waitstaff are very friendly.,service#general,positive
912,1626564:4,Love YUKA.,restaurant#general,positive
913,1632445:0,Mermaid Inn is an overall good restaurant with really good seafood.,food#quality,positive
914,1632445:0,Mermaid Inn is an overall good restaurant with really good seafood.,restaurant#general,positive
915,1632445:1,The menu is limited but almost all of the dishes are excellent.,food#style_options,negative
916,1632445:1,The menu is limited but almost all of the dishes are excellent.,food#quality,positive
917,1632445:2,The lobster sandwich is good and the spaghetti with Scallops and Shrimp is great.,food#quality,positive
918,1632445:2,The lobster sandwich is good and the spaghetti with Scallops and Shrimp is great.,food#quality,positive
919,1632445:3,The service is good and ambience is good for a date or group outing.,service#general,positive
920,1632445:3,The service is good and ambience is good for a date or group outing.,ambience#general,positive
921,1632445:4,The only fallback on this restaurant is the prices.,restaurant#prices,negative
922,1632445:5,"Even though its good seafood, the prices are too high.",food#quality,positive
923,1632445:5,"Even though its good seafood, the prices are too high.",food#prices,negative
924,1632445:6,The lobster sandwich is $24 and although it was good it was not nearly enough to warrant that price.,food#quality,positive
925,1632445:6,The lobster sandwich is $24 and although it was good it was not nearly enough to warrant that price.,food#style_options,negative
926,1632445:6,The lobster sandwich is $24 and although it was good it was not nearly enough to warrant that price.,food#prices,negative
929,1632929:2,We were very pleasantly surprised.,restaurant#general,positive
930,1632929:3,"The food was delicious (I had a halibut special, my husband had steak), and the service was top-notch.",food#quality,positive
931,1632929:3,"The food was delicious (I had a halibut special, my husband had steak), and the service was top-notch.",food#quality,positive
932,1632929:3,"The food was delicious (I had a halibut special, my husband had steak), and the service was top-notch.",food#quality,positive
933,1632929:3,"The food was delicious (I had a halibut special, my husband had steak), and the service was top-notch.",service#general,positive
934,1632929:4,"When my dessert came, there was a candle in it - not because anyone asked for one - but because the waiter must have seen me opening my birthday card and gift, and said he knew it was a special occassion of some sort.",service#general,positive
935,1632929:5,Truly the mark of an attentive waiter.,service#general,positive
936,1632929:6,I highly recommend the restaurant based on our experience last night.,restaurant#general,positive
937,1642666:0,We ate at this Thai place following the reviews but very unhappy with the foods.,food#quality,negative
938,1642666:1,We thought that this place is using too much of MSG cooking in the foods.,food#quality,negative
940,1642666:3,"They don't concern much of customer's health, just want to make money.",restaurant#general,negative
941,1642666:4,please don't fool us.,restaurant#general,negative
943,1649025:1,"I recommend the jelly fish, drunken chicken and the soupy dumplings, certainly the stir fry blue crab.",food#quality,positive
944,1649025:1,"I recommend the jelly fish, drunken chicken and the soupy dumplings, certainly the stir fry blue crab.",food#quality,positive
945,1649025:1,"I recommend the jelly fish, drunken chicken and the soupy dumplings, certainly the stir fry blue crab.",food#quality,positive
946,1649025:1,"I recommend the jelly fish, drunken chicken and the soupy dumplings, certainly the stir fry blue crab.",food#quality,positive
947,1649025:2,The food is so cheap and the waiters are nice.,food#prices,positive
948,1649025:2,The food is so cheap and the waiters are nice.,service#general,positive
950,1649025:4,Authentic Shanghai style and I cannot recommend a better Shanghai place in New York.,restaurant#miscellaneous,positive
951,1655504:0,Have frequented 'ino for several years and the food remains excellent.,food#quality,positive
952,1655504:1,Cheese plate is a varied delight and great bargain at $10.,food#quality,positive
953,1655504:1,Cheese plate is a varied delight and great bargain at $10.,food#style_options,positive
954,1655504:1,Cheese plate is a varied delight and great bargain at $10.,food#prices,positive
